"","artist_name","instrumentalness","valence","danceability","energy","loudness","speechiness","acousticness","liveness","tempo","track_name","track_id","album_name","album_release_year","album_release_date","popularity"
"1641","EXO",0,0.45,0.519,0.857,-3.225,0.0655,0.553,0.705,84.952,"On The Snow - Live","76Qp9zoK0neJULHlL53WVZ","EXO PLANET #5 –EXplOration– Live Album",2020,"2020-04-21",71
"1642","EXO",1.9e-06,0.628,0.679,0.799,-5.209,0.0609,0.476,0.518,135.07,"Smile On My Face - Live","4wTnhr4Gvhmb6bJ6iL5lgU","EXO PLANET #5 –EXplOration– Live Album",2020,"2020-04-21",77
"1643","EXO",0,0.71,0.704,0.729,-3.851,0.0624,0.0024,0.218,129.992,"Obsession","7fK0csBoqbcgUuWGV0cpoD","OBSESSION – The 6th Album",2019,"2019-11-27",74
"1644","EXO",0,0.767,0.572,0.8,-4.421,0.137,0.321,0.511,76.022,"Trouble","5vZU1sYp7e1osTKWIMtof5","OBSESSION – The 6th Album",2019,"2019-11-27",74
"1645","EXO",0,0.472,0.721,0.57,-3.759,0.0567,0.438,0.0975,99.988,"Jekyll","028XrbNPgtmnSSScHuWuG1","OBSESSION – The 6th Album",2019,"2019-11-27",72
"1646","EXO",1.22e-06,0.44,0.628,0.801,-4.744,0.0416,0.287,0.0903,98.022,"Groove","4Xi0jBySALbHLMh9MnSvAb","OBSESSION – The 6th Album",2019,"2019-11-27",77
"1647","EXO",0,0.491,0.369,0.772,-4.049,0.3,0.0573,0.325,205.177,"Ya Ya Ya","2Dn0UlDRJ4iSMlSdZ103pg","OBSESSION – The 6th Album",2019,"2019-11-27",78
"1648","EXO",0,0.784,0.768,0.778,-6.184,0.0728,0.118,0.202,107.935,"Baby You Are","1j37dCqGQuvWNYg80RIiOu","OBSESSION – The 6th Album",2019,"2019-11-27",80
"1649","EXO",0,0.602,0.729,0.887,-3.28,0.0631,0.303,0.232,116.006,"Non Stop","7bTYdDUxiFegwLJm6u743n","OBSESSION – The 6th Album",2019,"2019-11-27",73
"1650","EXO",0,0.452,0.397,0.675,-4.925,0.112,0.277,0.0874,102.941,"Day After Day","7x2PMStZn3xJqeLXHODckx","OBSESSION – The 6th Album",2019,"2019-11-27",78
"1651","EXO",0,0.669,0.684,0.842,-4.637,0.0778,0.232,0.0721,104.003,"Butterfly Effect","3ki9UrYL2TZxYAyyGIPMPz","OBSESSION – The 6th Album",2019,"2019-11-27",77
"1652","EXO",0,0.734,0.688,0.739,-3.823,0.0559,0.00423,0.178,130.039,"Obsession - Chinese Version","6tIyCRg8HfuOlEnlr1OI0S","OBSESSION – The 6th Album",2019,"2019-11-27",74
"1653","EXO",0,0.604,0.562,0.899,-5.604,0.0483,0.0952,0.554,134.958,"The Eve - Live","60kUDmvefYA4vilWhsIHx9","EXO PLANET #4–The EℓyXiOn [dot]–Live Album",2019,"2019-01-30",80
"1654","EXO",0,0.239,0.563,0.879,-4.824,0.0829,0.118,0.947,144.975,"Forever - Live","0Ir6eAXxm7iFUPDRVXzfqU","EXO PLANET #4–The EℓyXiOn [dot]–Live Album",2019,"2019-01-30",77
"1655","EXO",5.01e-05,0.418,0.666,0.948,-4.452,0.0558,0.0345,0.76,145.935,"Ko Ko Bop - Live","0GWF1laxd5QrOslEiYueiv","EXO PLANET #4–The EℓyXiOn [dot]–Live Album",2019,"2019-01-30",77
"1656","EXO",0,0.593,0.594,0.869,-5.356,0.0538,0.168,0.158,89.974,"Growl - Live","7du3ALHFCrKbZgiGQkLbq4","EXO PLANET #4–The EℓyXiOn [dot]–Live Album",2019,"2019-01-30",79
"1657","EXO",0.0337,0.0377,0.475,0.599,-7.375,0.0412,0.103,0.104,130.814,"I See You - Live","1No3BmfM4EwmbMkkR8ELtA","EXO PLANET #4–The EℓyXiOn [dot]–Live Album",2019,"2019-01-30",229
"1658","EXO",2.76e-06,0.641,0.429,0.941,-4.17,0.0842,0.0354,0.816,102.077,"Call Me Baby - Live","7d00S9G8iFS8wt9z2TRBHh","EXO PLANET #4–The EℓyXiOn [dot]–Live Album",2019,"2019-01-30",76
"1659","EXO",0,0.576,0.582,0.967,-3.755,0.126,0.206,0.389,110.121,"Touch It - Live","4FZucmIU2onNT3jNV5hW8O","EXO PLANET #4–The EℓyXiOn [dot]–Live Album",2019,"2019-01-30",76
"1660","EXO",0,0.606,0.699,0.946,-4.012,0.11,0.36,0.859,119.925,"Chill - Live","6nLVY0fp0IPiZ0HvYYfGLY","EXO PLANET #4–The EℓyXiOn [dot]–Live Album",2019,"2019-01-30",74
"1661","EXO",1.84e-06,0.278,0.412,0.207,-13.454,0.0368,0.916,0.544,75.827,"For Life - English Version, Live","7MurCSh8PJrljVwEWcRuK0","EXO PLANET #4–The EℓyXiOn [dot]–Live Album",2019,"2019-01-30",93
"1662","EXO",1.5e-06,0.385,0.56,0.859,-5.087,0.0609,0.367,0.159,150.041,"Going Crazy - Live","3HXlkQjh5rfHee70ZANmEt","EXO PLANET #4–The EℓyXiOn [dot]–Live Album",2019,"2019-01-30",80
"1663","EXO",0,0.186,0.56,0.735,-6.211,0.0466,0.0512,0.623,103.03,"Sweet Lies - Live","0IsgKaoe7hb5QgArVo4yui","EXO PLANET #4–The EℓyXiOn [dot]–Live Album",2019,"2019-01-30",80
"1664","EXO",0,0.624,0.708,0.87,-4.388,0.0662,0.263,0.602,109.901,"Boomerang - Live","5ofdbHMgqZGW4KDaLqjSmT","EXO PLANET #4–The EℓyXiOn [dot]–Live Album",2019,"2019-01-30",75
"1665","EXO",0,0.619,0.739,0.912,-6.137,0.09,0.197,0.888,100.002,"Lotto - Live","4P1l7JcjE3TP1e7yC8nS74","EXO PLANET #4–The EℓyXiOn [dot]–Live Album",2019,"2019-01-30",79
"1666","EXO",0,0.711,0.641,0.958,-4.363,0.103,0.0726,0.862,146.008,"Ka-CHING! - Korean Version, Live","2hNQwAGHky7qst8D6NlClv","EXO PLANET #4–The EℓyXiOn [dot]–Live Album",2019,"2019-01-30",76
"1667","EXO",5.91e-06,0.232,0.321,0.339,-10.527,0.0429,0.796,0.869,81.802,"Sing For You - Live","2wEkvyKrgzEpExzZe3K3of","EXO PLANET #4–The EℓyXiOn [dot]–Live Album",2019,"2019-01-30",86
"1668","EXO",1.12e-05,0.549,0.532,0.82,-7.305,0.0593,0.0362,0.499,160.041,"Playboy - Live","0pF5WRYYwMCBcolp43sESj","EXO PLANET #4–The EℓyXiOn [dot]–Live Album",2019,"2019-01-30",85
"1669","EXO",0,0.426,0.308,0.754,-6.713,0.137,0.227,0.37,97.808,"Psycho - Live","7x7v2eCFgwhVjIGAepuD20","EXO PLANET #4–The EℓyXiOn [dot]–Live Album",2019,"2019-01-30",83
"1670","EXO",0,0.53,0.651,0.923,-4.471,0.141,0.222,0.163,91.934,"Heaven - Live","6sd7bjhFFDqv4ZEqK8ICKU","EXO PLANET #4–The EℓyXiOn [dot]–Live Album",2019,"2019-01-30",77
"1671","EXO",0,0.552,0.423,0.876,-4.453,0.156,0.01,0.305,110.6,"What U do? - Live","6YLYelOn1mn0vD4RobVXv4","EXO PLANET #4–The EℓyXiOn [dot]–Live Album",2019,"2019-01-30",78
"1672","EXO",0,0.713,0.6,0.894,-4.392,0.0993,0.135,0.16,121.019,"Lucky One - Live","7t9O8hBH4KhT0jPzZbwpZy","EXO PLANET #4–The EℓyXiOn [dot]–Live Album",2019,"2019-01-30",77
"1673","EXO",0,0.768,0.675,0.96,-3.243,0.0647,0.094,0.923,117.986,"Tender Love - Live","22ZlWJ0qo0WiAU4qNlS6EB","EXO PLANET #4–The EℓyXiOn [dot]–Live Album",2019,"2019-01-30",72
"1674","EXO",0,0.736,0.684,0.938,-4.248,0.0597,0.11,0.295,131.034,"3.6.5 - Live","7FmgOY9ZwYaDlK4Iq80KaW","EXO PLANET #4–The EℓyXiOn [dot]–Live Album",2019,"2019-01-30",77
"1675","EXO",0,0.238,0.637,0.555,-7.318,0.0303,0.786,0.722,113.983,"Walk On Memories - Live","5jQcJRfnS5lHjTLU3ikD9s","EXO PLANET #4–The EℓyXiOn [dot]–Live Album",2019,"2019-01-30",79
"1676","EXO",0,0.677,0.697,0.799,-4.838,0.0393,0.466,0.872,121.966,"Moonlight - Live","2u3EwlgiwG3DMTaRUL3sdQ","EXO PLANET #4–The EℓyXiOn [dot]–Live Album",2019,"2019-01-30",74
"1677","EXO",0,0.55,0.683,0.828,-4.8,0.117,0.178,0.616,82.048,"We Young - Live","5laYqVeIfqm15Jfv8Z87YR","EXO PLANET #4–The EℓyXiOn [dot]–Live Album",2019,"2019-01-30",75
"1678","EXO",0,0.439,0.605,0.987,-4.512,0.205,0.216,0.878,101.519,"Electric Kiss - Live","4uxt7bqvkAAVoMMwW2PwnH","EXO PLANET #4–The EℓyXiOn [dot]–Live Album",2019,"2019-01-30",76
"1679","EXO",0,0.547,0.65,0.991,-3.023,0.113,0.0265,0.283,112.004,"Coming Over - Korean Version, Live","6Xnv3aUOODTvaXoNTqWND3","EXO PLANET #4–The EℓyXiOn [dot]–Live Album",2019,"2019-01-30",74
"1680","EXO",9.72e-06,0.267,0.568,0.994,-3.375,0.164,0.157,0.751,104.999,"Run This - Korean Version, Live","1ftruwUw9JikPBas3eR25d","EXO PLANET #4–The EℓyXiOn [dot]–Live Album",2019,"2019-01-30",74
"1681","EXO",0,0.107,0.438,0.994,-2.638,0.337,0.0758,0.868,105.072,"Drop That - Korean Version, Live","4UXG0DLpeZEBFqCNvqpY1v","EXO PLANET #4–The EℓyXiOn [dot]–Live Album",2019,"2019-01-30",73
"1682","EXO",0,0.286,0.553,0.978,-3.715,0.138,0.13,0.791,127.922,"Power - Live","4dIIAOceUYTN1kIQogwzYy","EXO PLANET #4–The EℓyXiOn [dot]–Live Album",2019,"2019-01-30",75
"1683","EXO",9.93e-05,0.598,0.495,0.861,-5.166,0.0575,0.0305,0.676,160.012,"Beyond - Live","2z7iG81IJ9jyLyF612L81Y","EXO PLANET #4–The EℓyXiOn [dot]–Live Album",2019,"2019-01-30",79
"1684","EXO",0,0.247,0.411,0.877,-3.635,0.0652,0.0333,0.333,127.688,"Years - Korean Version, Live","7sqYxdcmjW5G4anYLUhvVb","EXO PLANET #4–The EℓyXiOn [dot]–Live Album",2019,"2019-01-30",77
"1685","EXO",0,0.528,0.576,0.949,-3.935,0.114,0.134,0.836,127.982,"Lucky - Live","7hYRkkRk28YtPJeIxIEjt9","EXO PLANET #4–The EℓyXiOn [dot]–Live Album",2019,"2019-01-30",75
"1686","EXO",0,0.342,0.593,0.944,-4.154,0.122,0.307,0.732,129.974,"Run - Live","6uvBCmq6YETbcmwawBqrlC","EXO PLANET #4–The EℓyXiOn [dot]–Live Album",2019,"2019-01-30",76
"1687","EXO",0,0.108,0.403,0.435,-6.065,0.0352,0.368,0.136,139.409,"Universe - Live","0QHC1nFAiOcbRqJsByOusR","EXO PLANET #4–The EℓyXiOn [dot]–Live Album",2019,"2019-01-30",80
"1688","EXO",0,0.335,0.689,0.678,-4.287,0.119,0.0702,0.0889,145.883,"Love Shot","0yB4jrSwN0bFtFRDR5vyMj","LOVE SHOT– The 5th Album Repackage",2018,"2018-12-13",75
"1689","EXO",0,0.519,0.686,0.842,-4.423,0.1,0.237,0.0683,115.944,"Tempo","1iifBZFQbZlO1BbeaO3KGi","LOVE SHOT– The 5th Album Repackage",2018,"2018-12-13",77
"1690","EXO",0,0.622,0.801,0.756,-4.696,0.0448,0.12,0.0836,110.988,"Trauma","4vh7bEuYAU9TtBRXwcLtn9","LOVE SHOT– The 5th Album Repackage",2018,"2018-12-13",76
"1691","EXO",0,0.362,0.477,0.237,-10.256,0.0438,0.829,0.107,74.207,"Wait","1gyhtYG9OWOZvhZzDVF6lq","LOVE SHOT– The 5th Album Repackage",2018,"2018-12-13",86
"1692","EXO",0,0.501,0.637,0.669,-5.289,0.0732,0.0135,0.406,168.117,"Sign","2WoZh6Z32L6lEEDu7wxmfT","LOVE SHOT– The 5th Album Repackage",2018,"2018-12-13",78
"1693","EXO",0,0.61,0.65,0.648,-6.016,0.0833,0.238,0.111,165.15,"Ooh La La La","6n6G0ORHLwMiQYzgT0QxWV","LOVE SHOT– The 5th Album Repackage",2018,"2018-12-13",80
"1694","EXO",0,0.695,0.693,0.864,-3.365,0.0807,0.0711,0.0961,117.961,"Gravity","24r3v5xQdmC4qXH6twiWla","LOVE SHOT– The 5th Album Repackage",2018,"2018-12-13",74
"1695","EXO",0,0.383,0.623,0.74,-7.051,0.0403,0.223,0.431,134.9,"With You","5XBSIKuDdWjTTvn2TDZftZ","LOVE SHOT– The 5th Album Repackage",2018,"2018-12-13",83
"1696","EXO",0,0.337,0.762,0.594,-5.465,0.0481,0.1,0.123,98.025,"24/7","6EjU5hbaHHtzuZUGkH0cJQ","LOVE SHOT– The 5th Album Repackage",2018,"2018-12-13",77
"1697","EXO",0,0.535,0.628,0.734,-5.342,0.0994,0.206,0.145,129.956,"Bad Dream","1NogfH2gHGbm2hqKmxreHK","LOVE SHOT– The 5th Album Repackage",2018,"2018-12-13",79
"1698","EXO",0,0.551,0.695,0.783,-4.068,0.151,0.192,0.0339,79.972,"Damage","7lWNCugRVcucncRCvx4egm","LOVE SHOT– The 5th Album Repackage",2018,"2018-12-13",75
"1699","EXO",0,0.549,0.703,0.596,-6.603,0.0412,0.4,0.0907,135.057,"Smile On My Face","2kR6mugnuItlVaqMejBe65","LOVE SHOT– The 5th Album Repackage",2018,"2018-12-13",80
"1700","EXO",0,0.605,0.629,0.761,-4.69,0.0557,0.0886,0.0814,144.986,"Oasis","2Ewt35352UKONyzomJlqXu","LOVE SHOT– The 5th Album Repackage",2018,"2018-12-13",78
"1701","EXO",0,0.394,0.7,0.666,-4.25,0.138,0.0797,0.0977,145.906,"Love Shot - Chinese Version","7K45R30uQUtN22SgOjVLK2","LOVE SHOT– The 5th Album Repackage",2018,"2018-12-13",76
"1702","EXO",0,0.574,0.703,0.831,-4.401,0.0929,0.293,0.0705,115.96,"Tempo - Chinese Version","4lsQ918lkcFXlkUNydcQI0","LOVE SHOT– The 5th Album Repackage",2018,"2018-12-13",77
"1703","EXO",0,0.519,0.686,0.842,-4.423,0.1,0.237,0.0683,115.944,"Tempo","4EjUFjzi4ErWjklOA3Aslu","DON’T MESS UP MY TEMPO – The 5th Album",2018,"2018-11-02",63
"1704","EXO",0,0.501,0.637,0.669,-5.289,0.0732,0.0135,0.406,168.117,"Sign","2MqK2bA1U6MO0EbUpCOG2r","DON’T MESS UP MY TEMPO – The 5th Album",2018,"2018-11-02",78
"1705","EXO",0,0.61,0.65,0.648,-6.016,0.0833,0.238,0.111,165.15,"Ooh La La La","7wfbHZcNtENuAcbog7c6kQ","DON’T MESS UP MY TEMPO – The 5th Album",2018,"2018-11-02",80
"1706","EXO",0,0.695,0.693,0.864,-3.365,0.0807,0.0711,0.0961,117.961,"Gravity","5SkQThmerj0t27qPYYHVGf","DON’T MESS UP MY TEMPO – The 5th Album",2018,"2018-11-02",74
"1707","EXO",0,0.383,0.623,0.74,-7.051,0.0403,0.223,0.431,134.9,"With You","4UNkRwQUd2KTpiWPjyTqSc","DON’T MESS UP MY TEMPO – The 5th Album",2018,"2018-11-02",83
"1708","EXO",0,0.337,0.762,0.594,-5.465,0.0481,0.1,0.123,98.025,"24/7","7kcCB7oh6X4bSoFCvrHLvG","DON’T MESS UP MY TEMPO – The 5th Album",2018,"2018-11-02",77
"1709","EXO",0,0.535,0.628,0.734,-5.342,0.0994,0.206,0.145,129.956,"Bad Dream","22jgvbdXMcVdvu5Lc4V4yL","DON’T MESS UP MY TEMPO – The 5th Album",2018,"2018-11-02",79
"1710","EXO",0,0.551,0.695,0.783,-4.068,0.151,0.192,0.0339,79.972,"Damage","2xy1vphGnqDD6v48WTIL3h","DON’T MESS UP MY TEMPO – The 5th Album",2018,"2018-11-02",75
"1711","EXO",0,0.549,0.703,0.596,-6.603,0.0412,0.4,0.0907,135.057,"Smile On My Face","1nhMnpxfNIIkViyCDNQvNH","DON’T MESS UP MY TEMPO – The 5th Album",2018,"2018-11-02",80
"1712","EXO",0,0.605,0.629,0.761,-4.69,0.0557,0.0886,0.0814,144.986,"Oasis","4RAbhYd6P5zR877A0uLsUt","DON’T MESS UP MY TEMPO – The 5th Album",2018,"2018-11-02",78
"1713","EXO",0,0.574,0.703,0.831,-4.401,0.0929,0.293,0.0705,115.96,"Tempo - Chinese Version","2BEhWLVwLuM7qQ7pjbkz4j","DON’T MESS UP MY TEMPO – The 5th Album",2018,"2018-11-02",77
"1714","EXO",4.25e-05,0.687,0.681,0.964,-3.659,0.0892,0.00398,0.721,101.538,"Electric Kiss","4W0wSLXqn0L3XneeBC344O","COUNTDOWN",2018,"2018-01-31",74
"1715","EXO",0.0337,0.8,0.648,0.981,-2.891,0.0769,0.000744,0.103,111.977,"Coming Over","6VfzHJBBpImuCfxHavQvK8","COUNTDOWN",2018,"2018-01-31",219
"1716","EXO",0,0.774,0.513,0.877,-2.213,0.118,0.00682,0.2,109.343,"Love Me Right 〜romantic universe〜","0Lm1SdCDyLidmUMULZamTv","COUNTDOWN",2018,"2018-01-31",72
"1717","EXO",0,0.571,0.631,0.865,-4.068,0.125,0.0803,0.497,140.034,"LIGHTSABER","46jOgP9ST1fahTOSvTesil","COUNTDOWN",2018,"2018-01-31",76
"1718","EXO",0,0.589,0.653,0.934,-1.851,0.115,0.0654,0.169,120.001,"TACTIX","4y5PpwfOtG4uTAoybADKta","COUNTDOWN",2018,"2018-01-31",71
"1719","EXO",0,0.87,0.682,0.914,-3.118,0.0788,0.127,0.125,128.096,"Into My World","34CHHPUNZdWC9aedkr3lTI","COUNTDOWN",2018,"2018-01-31",74
"1720","EXO",0,0.5,0.664,0.911,-3.16,0.0384,0.0701,0.232,102.041,"Lovin' You Mo'","0RvkmEZlayfflHjAlHkQAW","COUNTDOWN",2018,"2018-01-31",74
"1721","EXO",0,0.517,0.643,0.965,-2.909,0.183,0.0144,0.33,102.014,"Drop That","16cZrEkjD2RZMAmVtLPKQ8","COUNTDOWN",2018,"2018-01-31",74
"1722","EXO",0,0.514,0.668,0.981,-2.184,0.162,0.0797,0.0372,105.01,"Run This","4eImYP5QIy7TYFucRo0Nsn","COUNTDOWN",2018,"2018-01-31",73
"1723","EXO",0,0.219,0.501,0.804,-5.206,0.0616,0.0316,0.314,150.02,"Cosmic Railway","0mSYnR1ubvlot6XQlfZ6vI","COUNTDOWN",2018,"2018-01-31",80
"1725","EXO",0,0.413,0.501,0.855,-4.082,0.0742,0.00872,0.817,149.967,"Monster - Live","4naireVdKGfVCEKryrbm5g","EXO PLANET #3 -The EXO'rDIUM[dot]- Live Album",2017,"2017-10-25",76
"1726","EXO",2.13e-06,0.16,0.517,0.916,-3.916,0.0877,0.0323,0.699,139.99,"Wolf - Live","4TOI2X7J5DePGQ5btHPEjw","EXO PLANET #3 -The EXO'rDIUM[dot]- Live Album",2017,"2017-10-25",76
"1727","EXO",0,0.502,0.617,0.907,-4.683,0.128,0.0397,0.516,104.957,"White Noise - Live","0ojdVKgoJM8lDjnpR8QiLz","EXO PLANET #3 -The EXO'rDIUM[dot]- Live Album",2017,"2017-10-25",77
"1728","EXO",0,0.652,0.592,0.943,-3.891,0.114,0.421,0.487,98.059,"Thunder - Live","4ZPqLRRbEB0RqrKDNV5tWC","EXO PLANET #3 -The EXO'rDIUM[dot]- Live Album",2017,"2017-10-25",75
"1729","EXO",0,0.394,0.431,0.908,-4.284,0.147,0.263,0.803,79.901,"Playboy - Live","514UeW3zQWHF3amyu1RaKo","EXO PLANET #3 -The EXO'rDIUM[dot]- Live Album",2017,"2017-10-25",75
"1730","EXO",0,0.354,0.553,0.865,-4.493,0.232,0.015,0.697,113.94,"Artificial Love - Live","0ON3WkNXV3sGTDubBHc2z5","EXO PLANET #3 -The EXO'rDIUM[dot]- Live Album",2017,"2017-10-25",76
"1731","EXO",0,0.676,0.616,0.927,-3.375,0.0471,0.274,0.364,98.006,"Unfair - Live","6CrEvTOEqpitsH19ZBNVah","EXO PLANET #3 -The EXO'rDIUM[dot]- Live Album",2017,"2017-10-25",74
"1732","EXO",2.78e-05,0.343,0.575,0.35,-12.882,0.102,0.486,0.335,81.123,"My Lady - Live","3N5rTvtF5jhmqUjfWbbNHc","EXO PLANET #3 -The EXO'rDIUM[dot]- Live Album",2017,"2017-10-25",93
"1733","EXO",0,0.675,0.713,0.282,-9.696,0.035,0.846,0.126,121.979,"Moonlight - Live","0dxsm0TDUDvWaVYLVjL0kY","EXO PLANET #3 -The EXO'rDIUM[dot]- Live Album",2017,"2017-10-25",84
"1734","EXO",0,0.279,0.344,0.334,-8.939,0.0298,0.869,0.132,149.55,"Sing For You - Live","5O6WwTRsPYf6mFrfreDxos","EXO PLANET #3 -The EXO'rDIUM[dot]- Live Album",2017,"2017-10-25",85
"1735","EXO",0,0.86,0.626,0.758,-3.481,0.034,0.731,0.521,100.006,"Call Me Baby - Live","750pIbMyOBsl8dss0eiJI6","EXO PLANET #3 -The EXO'rDIUM[dot]- Live Album",2017,"2017-10-25",71
"1736","EXO",0,0.44,0.412,0.842,-4.209,0.0833,0.403,0.582,153.955,"Lady Luck - Live","2amRLBx5KFLD06crBO8s80","EXO PLANET #3 -The EXO'rDIUM[dot]- Live Album",2017,"2017-10-25",76
"1737","EXO",0,0.457,0.614,0.956,-2.807,0.121,0.203,0.893,118.02,"Tender Love - Live","30EVMclnHzwSRnwIBIo98v","EXO PLANET #3 -The EXO'rDIUM[dot]- Live Album",2017,"2017-10-25",71
"1738","EXO",0,0.508,0.68,0.881,-4.2,0.0868,0.176,0.941,103.026,"Cloud 9 - Live","3fwr3baZ256fwKzcOBvqoO","EXO PLANET #3 -The EXO'rDIUM[dot]- Live Album",2017,"2017-10-25",74
"1739","EXO",0,0.616,0.527,0.925,-2.882,0.0984,0.0106,0.565,109.901,"Love Me Right - Live","3dSklQRCYc5R7watjBtIwo","EXO PLANET #3 -The EXO'rDIUM[dot]- Live Album",2017,"2017-10-25",73
"1740","EXO",0,0.47,0.592,0.934,-4.524,0.111,0.183,0.229,91.951,"Heaven - Live","3hmOPWaWolG7OG0Elbclmi","EXO PLANET #3 -The EXO'rDIUM[dot]- Live Album",2017,"2017-10-25",78
"1741","EXO",0,0.272,0.311,0.893,-4.764,0.323,0.0986,0.472,190.079,"Girl x Friend - Live","1EX6P9VWWNmsgZMNjLvtOf","EXO PLANET #3 -The EXO'rDIUM[dot]- Live Album",2017,"2017-10-25",80
"1742","EXO",0,0.654,0.661,0.923,-3.379,0.0556,0.163,0.289,131.015,"3.6.5 - Live","4rwCqyvYjXeDHPc4CprJND","EXO PLANET #3 -The EXO'rDIUM[dot]- Live Album",2017,"2017-10-25",75
"1743","EXO",0,0.327,0.345,0.91,-4.162,0.222,0.0268,0.764,164.125,"Overdose - Live","6vk0ukMmLGM8tBWtKkXDri","EXO PLANET #3 -The EXO'rDIUM[dot]- Live Album",2017,"2017-10-25",78
"1744","EXO",0,0.397,0.655,0.952,-3.85,0.167,0.0452,0.89,87.95,"Transformer - Live","398CRfoGBqV9k6X2KOWVhA","EXO PLANET #3 -The EXO'rDIUM[dot]- Live Album",2017,"2017-10-25",74
"1745","EXO",0,0.358,0.577,0.97,-4.056,0.137,0.0463,0.457,139.957,"Lightsaber - Live","3TEah2qLGWYfot1LhYDgXo","EXO PLANET #3 -The EXO'rDIUM[dot]- Live Album",2017,"2017-10-25",77
"1746","EXO",0,0.401,0.764,0.941,-4.337,0.33,0.11,0.838,128.042,"Together - Live","3D7PGuodWsTFjyY4lk3VRU","EXO PLANET #3 -The EXO'rDIUM[dot]- Live Album",2017,"2017-10-25",75
"1747","EXO",0,0.354,0.687,0.965,-3.587,0.228,0.156,0.895,82.515,"Full Moon - Live","5HxR2NYqKgpua6ZGfIzxUv","EXO PLANET #3 -The EXO'rDIUM[dot]- Live Album",2017,"2017-10-25",73
"1748","EXO",0,0.141,0.537,0.969,-3.092,0.274,0.0855,0.45,101.925,"Drop That - Live","2hIURu8XhFocIeHW6RXX1r","EXO PLANET #3 -The EXO'rDIUM[dot]- Live Album",2017,"2017-10-25",75
"1749","EXO",0.0607,0.121,0.619,0.958,-5.075,0.072,0.00479,0.339,122.001,"EXO Keep On Dancing - Live","0sNETBYOOyCmJXRJuQ0bWJ","EXO PLANET #3 -The EXO'rDIUM[dot]- Live Album",2017,"2017-10-25",340
"1750","EXO",0,0.367,0.564,0.933,-3.674,0.104,0.0665,0.195,128.022,"Lucky - Live","0kYLOE0sdOvXAamouMbcxi","EXO PLANET #3 -The EXO'rDIUM[dot]- Live Album",2017,"2017-10-25",77
"1751","EXO",0,0.343,0.584,0.918,-3.568,0.102,0.192,0.423,129.97,"Run - Live","4zokMJkg7szO0iVQigbhfj","EXO PLANET #3 -The EXO'rDIUM[dot]- Live Album",2017,"2017-10-25",75
"1752","EXO",0,0.592,0.705,0.911,-3.62,0.0351,0.0576,0.936,99.933,"Lotto - Live","7EocLhpznR8dc6jsE62M6j","EXO PLANET #3 -The EXO'rDIUM[dot]- Live Album",2017,"2017-10-25",72
"1753","EXO",0,0.572,0.571,0.951,-2.522,0.103,0.337,0.383,89.95,"Growl - Live","55PnHnWlRQE18DcXa5IA9f","EXO PLANET #3 -The EXO'rDIUM[dot]- Live Album",2017,"2017-10-25",72
"1754","EXO",0,0.234,0.267,0.366,-7.342,0.0311,0.861,0.168,183.907,"For Life - Live","673vEFPo4c4YWsw2z0NgSv","EXO PLANET #3 -The EXO'rDIUM[dot]- Live Album",2017,"2017-10-25",82
"1755","EXO",0,0.351,0.645,0.699,-5.273,0.054,0.0235,0.169,135.053,"The Eve - Chinese Version","3M1RwPi7W3Vdkh6GTnG1WK","THE WAR - The 4th Album (Chinese Version)",2017,"2017-07-18",79
"1756","EXO",2.51e-05,0.733,0.756,0.853,-4.365,0.0579,0.0381,0.0671,145.962,"Ko Ko Bop - Chinese Version","2UYG331lOP6amEWplE7eno","THE WAR - The 4th Album (Chinese Version)",2017,"2017-07-18",77
"1757","EXO",0,0.607,0.513,0.837,-3.762,0.128,0.00734,0.243,110.001,"What U do? - Chinese Version","2qUEHWS89hhgiIf4wgNRcw","THE WAR - The 4th Album (Chinese Version)",2017,"2017-07-18",76
"1758","EXO",0,0.373,0.607,0.835,-3.281,0.0929,0.0604,0.346,144.633,"Forever - Chinese Version","4UjxNXzdlalUi8eDdeFy2C","THE WAR - The 4th Album (Chinese Version)",2017,"2017-07-18",75
"1759","EXO",0,0.375,0.761,0.747,-4.469,0.0916,0.017,0.402,132.054,"Diamond - Chinese Version","36b9AVRhuwdwssrUln4WRY","THE WAR - The 4th Album (Chinese Version)",2017,"2017-07-18",76
"1760","EXO",0,0.881,0.711,0.909,-3.454,0.143,0.198,0.0824,110.035,"Touch It - Chinese Version","7cimmlf4JWgvzwIebA3TqC","THE WAR - The 4th Album (Chinese Version)",2017,"2017-07-18",74
"1761","EXO",0,0.773,0.741,0.795,-4.722,0.0832,0.234,0.138,119.871,"Chill - Chinese Version","03dG0ybf8wV9IrTjrCZexf","THE WAR - The 4th Album (Chinese Version)",2017,"2017-07-18",77
"1762","EXO",0,0.465,0.712,0.537,-7.165,0.0327,0.408,0.0786,114.019,"Walk On Memories - Chinese Version","44rMF36awisQ6U1FM5iDtp","THE WAR - The 4th Album (Chinese Version)",2017,"2017-07-18",81
"1763","EXO",0,0.759,0.601,0.783,-5.508,0.0392,0.123,0.11,149.955,"Going Crazy - Chinese Version","4I5IxCqVkna0JzAFhU7aap","THE WAR - The 4th Album (Chinese Version)",2017,"2017-07-18",80
"1764","EXO",0,0.516,0.636,0.702,-5.352,0.0334,0.0223,0.293,135.104,"The Eve","2ujA6F1cpk3m8lsPE5aKua","THE WAR - The 4th Album",2017,"2017-07-18",68
